latin	shavian	part of speech	pronunciation	frequency
blockbusters	𐑚𐑤𐑪𐑒𐑚𐑳𐑕𐑑𐑼𐑟			
blockhead	𐑚𐑤𐑪𐑒𐑣𐑧𐑛			
blockheads	𐑚𐑤𐑪𐑒𐑣𐑧𐑛𐑟			
blockhouse	𐑚𐑤𐑪𐑒𐑣𐑬𐑕			
blockhouses	𐑚𐑤𐑪𐑒𐑣𐑬𐑟𐑩𐑟			
blocs	𐑚𐑤𐑪𐑒𐑕			
blog	𐑚𐑤𐑪𐑜			
blogger	𐑚𐑤𐑪𐑜𐑼			
blogging	𐑚𐑤𐑪𐑜𐑦𐑙			
blogs	𐑚𐑤𐑪𐑜𐑟			
blonder	𐑚𐑤𐑪𐑯𐑛𐑼			
blondest	𐑚𐑤𐑪𐑯𐑛𐑩𐑕𐑑			
bloodbaths	𐑚𐑤𐑳𐑛𐑚𐑨𐑞𐑟			
bloodcurdling	𐑚𐑤𐑳𐑛𐑒𐑻𐑛𐑩𐑤𐑦𐑙			
bloodedness	𐑚𐑤𐑳𐑛𐑩𐑛𐑯𐑩𐑕			
bloodier	𐑚𐑤𐑳𐑛𐑽			
bloodiest	𐑚𐑤𐑳𐑛𐑾𐑕𐑑			
blooding	𐑚𐑤𐑳𐑛𐑦𐑙			
bloodlessly	𐑚𐑤𐑳𐑛𐑤𐑩𐑕𐑤𐑦			
bloodlines	𐑚𐑤𐑳𐑛𐑤𐑲𐑯𐑟			
bloodlust	𐑚𐑤𐑳𐑛𐑤𐑳𐑕𐑑			
bloodroots	𐑚𐑤𐑳𐑛𐑮𐑵𐑑𐑕			
bloodsheds	𐑚𐑤𐑳𐑛𐑖𐑧𐑛𐑟			
bloodshot	𐑚𐑤𐑳𐑛𐑖𐑪𐑑			
bloodstain	𐑚𐑤𐑳𐑛𐑕𐑑𐑱𐑯			
bloodstock	𐑚𐑤𐑳𐑛𐑕𐑑𐑪𐑒			
bloodstocks	𐑚𐑤𐑳𐑛𐑕𐑑𐑪𐑒𐑕			
bloodthirstiness	𐑚𐑤𐑳𐑛𐑔𐑻𐑕𐑑𐑦𐑯𐑩𐑕			
bloomed	𐑚𐑤𐑵𐑥𐑛			
blotch	𐑚𐑤𐑪𐑗			
blotched	𐑚𐑤𐑪𐑗𐑑			
blotches	𐑚𐑤𐑪𐑗𐑩𐑟			
blots	𐑚𐑤𐑪𐑑𐑕			
blotted	𐑚𐑤𐑪𐑑𐑩𐑛			
blotters	𐑚𐑤𐑪𐑑𐑼𐑟			
blotting	𐑚𐑤𐑪𐑑𐑦𐑙			
blowbacks	𐑚𐑤𐑴𐑚𐑨𐑒𐑕			
blowers	𐑚𐑤𐑴𐑼𐑟			
blowflies	𐑚𐑤𐑴𐑓𐑤𐑲𐑟			
blowfly	𐑚𐑤𐑴𐑓𐑤𐑲			
blowhole	𐑚𐑤𐑴𐑣𐑴𐑤			
blowholes	𐑚𐑤𐑴𐑣𐑴𐑤𐑟			
blowlamp	𐑚𐑤𐑴𐑤𐑨𐑥𐑐			
blowlamps	𐑚𐑤𐑴𐑤𐑨𐑥𐑐𐑕			
blowouts	𐑚𐑤𐑴𐑬𐑑𐑕			
blowpipe	𐑚𐑤𐑴𐑐𐑲𐑐			
blowpipes	𐑚𐑤𐑴𐑐𐑲𐑐𐑕			
blowsy	𐑚𐑤𐑬𐑟𐑦			
blowtorches	𐑚𐑤𐑴𐑑𐑹𐑗𐑩𐑟			
blowzy	𐑚𐑤𐑬𐑟𐑦			
blubbered	𐑚𐑤𐑳𐑚𐑼𐑛			
blubbers	𐑚𐑤𐑳𐑚𐑼𐑟			
bludgeon	𐑚𐑤𐑳𐑡𐑩𐑯			
bludgeoning	𐑚𐑤𐑳𐑡𐑩𐑯𐑦𐑙			
bludgeons	𐑚𐑤𐑳𐑡𐑩𐑯𐑟			
bluebells	𐑚𐑤𐑵𐑚𐑧𐑤𐑟			
bluebottle	𐑚𐑤𐑵𐑚𐑪𐑑𐑩𐑤			
bluebottles	𐑚𐑤𐑵𐑚𐑪𐑑𐑩𐑤𐑟			
blued	𐑚𐑤𐑵𐑛			
bluejackets	𐑚𐑤𐑵𐑡𐑨𐑒𐑦𐑑𐑕			
blueness	𐑚𐑤𐑵𐑯𐑩𐑕			
bluest	𐑚𐑤𐑵𐑩𐑕𐑑			
bluestocking	𐑚𐑤𐑵𐑕𐑑𐑪𐑒𐑦𐑙			
bluestockings	𐑚𐑤𐑵𐑕𐑑𐑪𐑒𐑦𐑙𐑟			
bluffed	𐑚𐑤𐑳𐑓𐑑			
bluffer	𐑚𐑤𐑳𐑓𐑼			
bluffers	𐑚𐑤𐑳𐑓𐑼𐑟			
bluffly	𐑚𐑤𐑳𐑓𐑤𐑦			
bluffness	𐑚𐑤𐑳𐑓𐑯𐑩𐑕			
bluing	𐑚𐑤𐑵𐑦𐑙			
bluish	𐑚𐑤𐑵𐑦𐑖			
blunderbuss	𐑚𐑤𐑳𐑯𐑛𐑼𐑚𐑳𐑕			
blunderbusses	𐑚𐑤𐑳𐑯𐑛𐑼𐑚𐑳𐑕𐑩𐑟			
blundered	𐑚𐑤𐑳𐑯𐑛𐑼𐑛			
blunderer	𐑚𐑤𐑳𐑯𐑛𐑼𐑼			
blunderers	𐑚𐑤𐑳𐑯𐑛𐑼𐑼𐑟			
blunted	𐑚𐑤𐑳𐑯𐑑𐑩𐑛			
blunter	𐑚𐑤𐑳𐑯𐑑𐑼			
bluntest	𐑚𐑤𐑳𐑯𐑑𐑩𐑕𐑑			
blunting	𐑚𐑤𐑳𐑯𐑑𐑦𐑙			
bluntness	𐑚𐑤𐑳𐑯𐑑𐑯𐑩𐑕			
blunts	𐑚𐑤𐑳𐑯𐑑𐑕			
blurbs	𐑚𐑤𐑻𐑚𐑟			
blurring	𐑚𐑤𐑻𐑦𐑙			
blurs	𐑚𐑤𐑻𐑟			
blurts	𐑚𐑤𐑻𐑑𐑕			
blushed	𐑚𐑤𐑳𐑖𐑑			
blushes	𐑚𐑤𐑳𐑖𐑩𐑟			
blushingly	𐑚𐑤𐑳𐑖𐑦𐑙𐑤𐑦			
blustered	𐑚𐑤𐑳𐑕𐑑𐑼𐑛			
blustering	𐑚𐑤𐑳𐑕𐑑𐑼𐑦𐑙			
blusters	𐑚𐑤𐑳𐑕𐑑𐑼𐑟			
blustery	𐑚𐑤𐑳𐑕𐑑𐑼𐑦			
blvd	𐑚𐑤𐑝𐑛			
blyth	𐑚𐑤𐑲𐑞			
bo'ness	𐑚𐑴𐑯𐑧𐑕			
bo'sn	𐑚𐑴𐑕𐑩𐑯			
bo'sns	𐑚𐑴𐑕𐑩𐑯𐑟			
bo'sun	𐑚𐑴𐑕𐑩𐑯			
bo'suns	𐑚𐑴𐑕𐑩𐑯𐑟			
boarders	𐑚𐑹𐑛𐑼𐑟			
boardrooms	𐑚𐑹𐑛𐑮𐑵𐑥𐑟			
boardwalks	𐑚𐑹𐑛𐑢𐑷𐑒𐑕			
boars	𐑚𐑹𐑟			
boas	𐑚𐑴𐑩𐑟			
boasted	𐑚𐑴𐑕𐑑𐑩𐑛			
boaster	𐑚𐑴𐑕𐑑𐑼			
boasters	𐑚𐑴𐑕𐑑𐑼𐑟			
boastful	𐑚𐑴𐑕𐑑𐑓𐑩𐑤			
boastfully	𐑚𐑴𐑕𐑑𐑓𐑩𐑤𐑦			
boasting	𐑚𐑴𐑕𐑑𐑦𐑙			
boasts	𐑚𐑴𐑕𐑑𐑕			
boated	𐑚𐑴𐑑𐑩𐑛			
boater	𐑚𐑴𐑑𐑼			
boaters	𐑚𐑴𐑑𐑼𐑟			
boatloads	𐑚𐑴𐑑𐑤𐑴𐑛𐑟			
boatmen	𐑚𐑴𐑑𐑥𐑧𐑯			
boatswain	𐑚𐑴𐑕𐑩𐑯			
boatswains	𐑚𐑴𐑕𐑩𐑯𐑟			
boatyard	𐑚𐑴𐑑𐑘𐑸𐑛			
boatyards	𐑚𐑴𐑑𐑘𐑸𐑛			
bobbed	𐑚𐑪𐑚𐑛			
bobbies	𐑚𐑪𐑚𐑦𐑟			
bobbin	𐑚𐑪𐑚𐑦𐑯			
bobbins	𐑚𐑪𐑚𐑦𐑯𐑟			
bobolink	𐑚𐑪𐑚𐑩𐑤𐑦𐑙𐑒			
bobolinks	𐑚𐑪𐑚𐑩𐑤𐑦𐑙𐑒𐑕			
bobs	𐑚𐑪𐑚𐑟			
bobsled	𐑚𐑪𐑚𐑕𐑤𐑧𐑛			
bobsleds	𐑚𐑪𐑚𐑕𐑤𐑧𐑛𐑟			
bobsleigh	𐑚𐑪𐑚𐑕𐑤𐑱			
bobsleighs	𐑚𐑪𐑚𐑕𐑤𐑱𐑟			
bobtail	𐑚𐑪𐑚𐑑𐑱𐑤			
bobtails	𐑚𐑪𐑚𐑑𐑱𐑤𐑟			
boccaccio	𐑚𐑩𐑒𐑨𐑗𐑦𐑴			
boche	𐑚𐑪𐑖			
bochum	𐑚𐑴𐑒𐑩𐑥			
boded	𐑚𐑴𐑛𐑩𐑛			
bodice	𐑚𐑪𐑛𐑦𐑕			
bodices	𐑚𐑪𐑛𐑦𐑕𐑩𐑟			
bodiless	𐑚𐑪𐑛𐑦𐑤𐑩𐑕			
boding	𐑚𐑴𐑛𐑦𐑙			
bodkin	𐑚𐑪𐑛𐑒𐑦𐑯			
bodkins	𐑚𐑪𐑛𐑒𐑦𐑯𐑟			
bodmin	𐑚𐑪𐑛𐑥𐑦𐑯			
bodywork	𐑚𐑪𐑛𐑦𐑢𐑻𐑒			
bodyworks	𐑚𐑪𐑛𐑦𐑢𐑻𐑒𐑕			
boer	𐑚𐑴𐑼			
boers	𐑚𐑴𐑼𐑟			
boffin	𐑚𐑪𐑓𐑦𐑯			
boffins	𐑚𐑪𐑓𐑦𐑯𐑟			
bogeymen	𐑚𐑴𐑜𐑦𐑥𐑧𐑯			
bogeys	𐑚𐑴𐑜𐑦𐑟			
boggier	𐑚𐑪𐑜𐑽			
boggiest	𐑚𐑪𐑜𐑾𐑕𐑑			
bogging	𐑚𐑪𐑜𐑦𐑙			
boggled	𐑚𐑪𐑜𐑩𐑤𐑛			
boggy	𐑚𐑪𐑜𐑦			
bogie	𐑚𐑴𐑜𐑦			
bogies	𐑚𐑴𐑜𐑦𐑟			
bognor	𐑚𐑪𐑜𐑯𐑼			
bogy	𐑚𐑴𐑜𐑦			
boh	𐑚𐑴			
bohemia	𐑚𐑴𐑣𐑰𐑥𐑾			
bohemians	𐑚𐑴𐑣𐑰𐑥𐑾𐑯𐑟			
boilers	𐑚𐑶𐑤𐑼𐑟			
boilersuit	𐑚𐑶𐑤𐑼𐑕𐑵𐑑			
boilersuits	𐑚𐑶𐑤𐑼𐑕𐑵𐑑𐑕			
boings	𐑚𐑶𐑙𐑟			
boisterous	𐑚𐑶𐑕𐑑𐑼𐑩𐑕			
boisterously	𐑚𐑶𐑕𐑑𐑼𐑩𐑕𐑤𐑦			
boisterousness	𐑚𐑶𐑕𐑑𐑼𐑩𐑕𐑯𐑩𐑕			
bokeh	𐑚𐑴𐑒𐑧			
boldest	𐑚𐑴𐑤𐑛𐑩𐑕𐑑			
boldness	𐑚𐑴𐑤𐑛𐑯𐑩𐑕			
boldon	𐑚𐑪𐑤𐑛𐑩𐑯			
bole	𐑚𐑴𐑤			
bolero	𐑚𐑩𐑤𐑺𐑴			
boleros	𐑚𐑩𐑤𐑺𐑴𐑟			
boles	𐑚𐑴𐑤𐑟			
bolivian	𐑚𐑩𐑤𐑦𐑝𐑾𐑯			
bolivians	𐑚𐑩𐑤𐑦𐑝𐑾𐑯𐑟			
boll	𐑚𐑴𐑤			
bollard	𐑚𐑪𐑤𐑼𐑛			
bollards	𐑚𐑪𐑤𐑼𐑛𐑟			
bollington	𐑚𐑪𐑤𐑦𐑙𐑑𐑩𐑯			
bollock	𐑚𐑪𐑤𐑩𐑒			
bolls	𐑚𐑴𐑤𐑟			
boloney	𐑚𐑩𐑤𐑴𐑯𐑦			
bolshy	𐑚𐑴𐑤𐑖𐑦			
bolsover	𐑚𐑪𐑤𐑕𐑴𐑝𐑼			
bolstered	𐑚𐑴𐑤𐑕𐑑𐑼𐑛			
bolstering	𐑚𐑴𐑤𐑕𐑑𐑼𐑦𐑙			
bolsters	𐑚𐑴𐑤𐑕𐑑𐑼𐑟			
bolzano	𐑚𐑪𐑤𐑟𐑭𐑯𐑴			
bombarded	𐑚𐑪𐑥𐑚𐑸𐑛𐑩𐑛			
bombardier	𐑚𐑪𐑥𐑚𐑼𐑛𐑽			
bombardiers	𐑚𐑪𐑥𐑚𐑼𐑛𐑽𐑟			
bombarding	𐑚𐑪𐑥𐑚𐑸𐑛𐑦𐑙			
bombardment	𐑚𐑪𐑥𐑚𐑸𐑛𐑥𐑩𐑯𐑑			
bombardments	𐑚𐑪𐑥𐑚𐑸𐑛𐑥𐑩𐑯𐑑𐑕			
bombards	𐑚𐑪𐑥𐑚𐑸𐑛𐑟			
bombast	𐑚𐑪𐑥𐑚𐑨𐑕𐑑			
bombastic	𐑚𐑪𐑥𐑚𐑨𐑕𐑑𐑦𐑒			
bombastically	𐑚𐑪𐑥𐑚𐑨𐑕𐑑𐑦𐑒𐑤𐑦			
bombazine	𐑚𐑪𐑥𐑚𐑩𐑟𐑰𐑯			
bombproof	𐑚𐑪𐑥𐑐𐑮𐑵𐑓			
bombshells	𐑚𐑪𐑥𐑖𐑧𐑤𐑟			
bonanzas	𐑚𐑩𐑯𐑨𐑯𐑟𐑩𐑟			
boneless	𐑚𐑴𐑯𐑤𐑩𐑕			
bonemeal	𐑚𐑴𐑯𐑥𐑰𐑤			
bonemeals	𐑚𐑴𐑯𐑥𐑰𐑤𐑟			
boneshaker	𐑚𐑴𐑯𐑖𐑱𐑒𐑼			
boneshakers	𐑚𐑴𐑯𐑖𐑱𐑒𐑼𐑟			
boney	𐑚𐑴𐑯𐑦			
bonfires	𐑚𐑪𐑯𐑓𐑲𐑼𐑟			
bongos	𐑚𐑪𐑙𐑜𐑴𐑟			
bonhomie	𐑚𐑪𐑯𐑩𐑥𐑦			
bonier	𐑚𐑴𐑯𐑽			
boniest	𐑚𐑴𐑯𐑾𐑕𐑑			
bonito	𐑚𐑩𐑯𐑰𐑑𐑴			
bonitos	𐑚𐑩𐑯𐑰𐑑𐑴𐑟			
bonn	𐑚𐑪𐑯			
bonnets	𐑚𐑪𐑯𐑩𐑑𐑕			
bonnier	𐑚𐑪𐑯𐑽			
bonniest	𐑚𐑪𐑯𐑾𐑕𐑑			
bonnily	𐑚𐑪𐑯𐑦𐑤𐑦			
bonny	𐑚𐑪𐑯𐑦			
bonnybridge	𐑚𐑪𐑯𐑦𐑚𐑮𐑦𐑡			
bonnyrigg	𐑚𐑪𐑯𐑦𐑮𐑦𐑜			
bonthrop	𐑚𐑪𐑯𐑔𐑮𐑪𐑐			
bonthrops	𐑚𐑪𐑯𐑔𐑮𐑪𐑐𐑕			
boobed	𐑚𐑵𐑚𐑛			
boobing	𐑚𐑵𐑚𐑦𐑙			
booed	𐑚𐑵𐑛			
boogies	𐑚𐑫𐑜𐑦𐑟			
bookable	𐑚𐑫𐑒𐑩𐑚𐑩𐑤			
bookcases	𐑚𐑫𐑒𐑒𐑱𐑕𐑩𐑟			
bookclub	𐑚𐑫𐑒𐑒𐑤𐑳𐑚			
bookclubs	𐑚𐑫𐑒𐑒𐑤𐑳𐑚𐑟			
bookings	𐑚𐑫𐑒𐑦𐑙𐑟			
bookishness	𐑚𐑫𐑒𐑦𐑖𐑯𐑩𐑕			
bookkeepers	𐑚𐑫𐑒𐑒𐑰𐑐𐑼𐑟			
booklet	𐑚𐑫𐑒𐑤𐑩𐑑			
bookmaker	𐑚𐑫𐑒𐑥𐑱𐑒𐑼			
bookmakers	𐑚𐑫𐑒𐑥𐑱𐑒𐑼𐑟			
bookmark	𐑚𐑫𐑒𐑥𐑸𐑒			
bookmarker	𐑚𐑫𐑒𐑥𐑸𐑒𐑼			
bookmarkers	𐑚𐑫𐑒𐑥𐑸𐑒𐑼𐑟			
bookmarks	𐑚𐑫𐑒𐑥𐑸𐑒𐑕			
bookmobile	𐑚𐑫𐑒𐑥𐑴𐑚𐑰𐑤			
bookmobiles	𐑚𐑫𐑒𐑥𐑴𐑚𐑰𐑤𐑟			
bookseller	𐑚𐑫𐑒𐑕𐑧𐑤𐑼			
booksellers	𐑚𐑫𐑒𐑕𐑧𐑤𐑼𐑟			
bookshelves	𐑚𐑫𐑒𐑖𐑧𐑤𐑝𐑟			
bookshop	𐑚𐑫𐑒𐑖𐑪𐑐			
bookshops	𐑚𐑫𐑒𐑖𐑪𐑐𐑕			
bookstall	𐑚𐑫𐑒𐑕𐑑𐑷𐑤			
bookstalls	𐑚𐑫𐑒𐑕𐑑𐑷𐑤𐑟			
bookworms	𐑚𐑫𐑒𐑢𐑻𐑥𐑟			
boomed	𐑚𐑵𐑥𐑛			
boomerangs	𐑚𐑵𐑥𐑼𐑨𐑙𐑟			
booms	𐑚𐑵𐑥𐑟			
boons	𐑚𐑵𐑯𐑟			
boor	𐑚𐑫𐑼			
boorishly	𐑚𐑫𐑼𐑦𐑖𐑤𐑦			
boorishness	𐑚𐑫𐑼𐑦𐑖𐑯𐑩𐑕			
boors	𐑚𐑫𐑼𐑟			
boos	𐑚𐑵𐑟			
boosts	𐑚𐑵𐑕𐑑𐑕			
bootee	𐑚𐑵𐑑𐑰			
bootees	𐑚𐑵𐑑𐑰𐑟			
booting	𐑚𐑵𐑑𐑦𐑙			
bootlace	𐑚𐑵𐑑𐑤𐑱𐑕			
bootlaces	𐑚𐑵𐑑𐑤𐑱𐑕𐑩𐑟			
bootle	𐑚𐑵𐑑𐑩𐑤			
bootlegged	𐑚𐑵𐑑𐑤𐑧𐑜𐑛			
bootlegger	𐑚𐑵𐑑𐑤𐑧𐑜𐑼			
bootleggers	𐑚𐑵𐑑𐑤𐑧𐑜𐑼𐑟			
bootlegging	𐑚𐑵𐑑𐑤𐑧𐑜𐑦𐑙			
bootless	𐑚𐑵𐑑𐑤𐑩𐑕			
bootstrap	𐑚𐑵𐑑𐑕𐑑𐑮𐑨𐑐			
bootstrapped	𐑚𐑵𐑑𐑕𐑑𐑮𐑨𐑐𐑑			
bootstrapping	𐑚𐑵𐑑𐑕𐑑𐑮𐑨𐑐𐑦𐑙			
bootstraps	𐑚𐑵𐑑𐑕𐑑𐑮𐑨𐑐𐑕			
booz	𐑚𐑴𐑩𐑟			
boozed	𐑚𐑵𐑟𐑛			
boozer	𐑚𐑵𐑟𐑼			
boozers	𐑚𐑵𐑟𐑼𐑟			
boozes	𐑚𐑵𐑟𐑩𐑟			
boozier	𐑚𐑵𐑟𐑽			
booziest	𐑚𐑵𐑟𐑾𐑕𐑑			
booziness	𐑚𐑵𐑟𐑦𐑯𐑩𐑕			
boozy	𐑚𐑵𐑟𐑦			
bopeep	𐑚𐑴𐑐𐑰𐑐			
boracic	𐑚𐑼𐑨𐑕𐑦𐑒			
borage	𐑚𐑪𐑮𐑦𐑡			
borax	𐑚𐑹𐑨𐑒𐑕			
bordered	𐑚𐑹𐑛𐑼𐑛			
borderer	𐑚𐑹𐑛𐑼𐑼			
borderers	𐑚𐑹𐑛𐑼𐑼𐑟			
borderland	𐑚𐑹𐑛𐑼𐑤𐑨𐑯𐑛			
borderlands	𐑚𐑹𐑛𐑼𐑤𐑨𐑯𐑛𐑟			
borderlines	𐑚𐑹𐑛𐑼𐑤𐑲𐑯𐑟			
bordon	𐑚𐑹𐑛𐑩𐑯			
borer	𐑚𐑹𐑼			
borers	𐑚𐑹𐑼𐑟			
boric	𐑚𐑹𐑦𐑒			
boron	𐑚𐑹𐑪𐑯			
boroughs	𐑚𐑳𐑮𐑴𐑟			
borrower	𐑚𐑪𐑮𐑴𐑼			
borrowers	𐑚𐑪𐑮𐑴𐑼𐑟			
borrowings	𐑚𐑪𐑮𐑴𐑦𐑙𐑟			
borrows	𐑚𐑪𐑮𐑴𐑟			
borsch	𐑚𐑹𐑖			
borstal	𐑚𐑹𐑕𐑑𐑩𐑤			
borstals	𐑚𐑹𐑕𐑑𐑩𐑤𐑟			
bortsch	𐑚𐑹𐑗			
borzoi	𐑚𐑹𐑟𐑶			
borzois	𐑚𐑹𐑟𐑶𐑟			
bosch	𐑚𐑪𐑖			
boscombe	𐑚𐑪𐑕𐑒𐑩𐑥			
bosh	𐑚𐑪𐑖			
bosky	𐑚𐑪𐑕𐑒𐑦			
bossed	𐑚𐑪𐑕𐑑			
bossier	𐑚𐑪𐑕𐑽			
bossiest	𐑚𐑪𐑕𐑾𐑕𐑑			
bosun	𐑚𐑴𐑕𐑩𐑯			
boswell	𐑚𐑪𐑕𐑢𐑧𐑤			
botanise	𐑚𐑪𐑑𐑩𐑯𐑲𐑟			
botanised	𐑚𐑪𐑑𐑩𐑯𐑲𐑟𐑛			
botanises	𐑚𐑪𐑑𐑩𐑯𐑲𐑟𐑩𐑟			
botanising	𐑚𐑪𐑑𐑩𐑯𐑲𐑟𐑦𐑙			
botanist	𐑚𐑪𐑑𐑩𐑯𐑦𐑕𐑑			
botanists	𐑚𐑪𐑑𐑩𐑯𐑦𐑕𐑑𐑕			
botanize	𐑚𐑪𐑑𐑩𐑯𐑲𐑟			
botanized	𐑚𐑪𐑑𐑩𐑯𐑲𐑟𐑛			
botanizes	𐑚𐑪𐑑𐑩𐑯𐑲𐑟𐑩𐑟			
botanizing	𐑚𐑪𐑑𐑩𐑯𐑲𐑟𐑦𐑙			
botcher	𐑚𐑪𐑗𐑼			
botchers	𐑚𐑪𐑗𐑼𐑟			
botches	𐑚𐑪𐑗𐑩𐑟			
botching	𐑚𐑪𐑗𐑦𐑙			
botheration	𐑚𐑪𐑞𐑼𐑱𐑖𐑩𐑯			
bothersome	𐑚𐑪𐑞𐑼𐑕𐑩𐑥			
bots	𐑚𐑪𐑑𐑕			
botswana	𐑚𐑪𐑑𐑕𐑢𐑭𐑯𐑩			
bottlegreen	𐑚𐑪𐑑𐑩𐑤𐑜𐑮𐑰𐑯			
bottleneck	𐑚𐑪𐑑𐑩𐑤𐑯𐑧𐑒			
bottlenecks	𐑚𐑪𐑑𐑩𐑤𐑯𐑧𐑒𐑕			
bottoming	𐑚𐑪𐑑𐑩𐑥𐑦𐑙			
bottrop	𐑚𐑪𐑑𐑮𐑩𐑐			
boudoirs	𐑚𐑵𐑛𐑢𐑸𐑟			
bougainvillea	𐑚𐑵𐑜𐑩𐑯𐑝𐑦𐑤𐑾			
bougainvilleas	𐑚𐑵𐑜𐑩𐑯𐑝𐑦𐑤𐑾𐑟			
bough	𐑚𐑬			
boughs	𐑚𐑬𐑟			
bouillon	𐑚𐑵𐑘𐑪𐑯			
boulanger	𐑚𐑵𐑤𐑪𐑯𐑠𐑱			
boulders	𐑚𐑴𐑤𐑛𐑼𐑟			
boulevards	𐑚𐑵𐑤𐑩𐑝𐑸𐑛𐑟			
bouncier	𐑚𐑬𐑯𐑕𐑽			
bounciest	𐑚𐑬𐑯𐑕𐑾𐑕𐑑			
bounded	𐑚𐑬𐑯𐑛𐑩𐑛			
bounden	𐑚𐑬𐑯𐑛𐑩𐑯			
bounders	𐑚𐑬𐑯𐑛𐑼𐑟			
bounding	𐑚𐑬𐑯𐑛𐑦𐑙			
boundlessly	𐑚𐑬𐑯𐑛𐑤𐑩𐑕𐑤𐑦			
bounteous	𐑚𐑬𐑯𐑑𐑾𐑕			
bounteously	𐑚𐑬𐑯𐑑𐑾𐑕𐑤𐑦			
bounties	𐑚𐑬𐑯𐑑𐑦𐑟			
bountifully	𐑚𐑬𐑯𐑑𐑦𐑓𐑩𐑤𐑦			
bourbons	𐑚𐑻𐑚𐑩𐑯𐑟			
bourgeoisie	𐑚𐑫𐑼𐑠𐑢𐑭𐑟𐑰			
bourgeoisies	𐑚𐑫𐑼𐑠𐑢𐑭𐑟𐑰𐑟			
bourgh	𐑚𐑻𐑜			
bourn	𐑚𐑹𐑯			
bournemouth	𐑚𐑹𐑯𐑥𐑩𐑔			
bournes	𐑚𐑹𐑯𐑟			
bourns	𐑚𐑹𐑯𐑟			
bourse	𐑚𐑹𐑕			
bourses	𐑚𐑹𐑕𐑩𐑟			
bout	𐑚𐑬𐑑			
bovine	𐑚𐑴𐑝𐑲𐑯			
bovril	𐑚𐑪𐑝𐑮𐑦𐑤			
bowburn	𐑚𐑴𐑚𐑼𐑯			
bowdlerise	𐑚𐑬𐑛𐑤𐑼𐑲𐑟			
bowdlerised	𐑚𐑬𐑛𐑤𐑼𐑲𐑟𐑛			
bowdlerises	𐑚𐑬𐑛𐑤𐑼𐑲𐑟𐑩𐑟			
bowdlerising	𐑚𐑬𐑛𐑤𐑼𐑲𐑟𐑦𐑙			
bowdlerize	𐑚𐑬𐑛𐑤𐑼𐑲𐑟			
bowdlerized	𐑚𐑬𐑛𐑤𐑼𐑲𐑟𐑛			
bowdlerizes	𐑚𐑬𐑛𐑤𐑼𐑲𐑟𐑩𐑟			
bowdlerizing	𐑚𐑬𐑛𐑤𐑼𐑲𐑟𐑦𐑙			
bowlers	𐑚𐑴𐑤𐑼𐑟			
bowlines	𐑚𐑴𐑤𐑦𐑯𐑟			
bowmen	𐑚𐑴𐑥𐑧𐑯			
bowsprit	𐑚𐑴𐑕𐑐𐑮𐑦𐑑			
bowsprits	𐑚𐑴𐑕𐑐𐑮𐑦𐑑𐑕			
boxall	𐑚𐑪𐑒𐑕𐑷𐑤			
boxful	𐑚𐑪𐑒𐑕𐑓𐑫𐑤			
boxfuls	𐑚𐑪𐑒𐑕𐑓𐑫𐑤𐑟			
boxwood	𐑚𐑪𐑒𐑕𐑢𐑫𐑛			
boycotted	𐑚𐑶𐑒𐑪𐑑𐑩𐑛			
boycotts	𐑚𐑶𐑒𐑪𐑑𐑕			
boyishly	𐑚𐑶𐑦𐑖𐑤𐑦			
bracketed	𐑚𐑮𐑨𐑒𐑩𐑑𐑩𐑛			
bracketing	𐑚𐑮𐑨𐑒𐑩𐑑𐑦𐑙			
brackish	𐑚𐑮𐑨𐑒𐑦𐑖			
bracknell	𐑚𐑮𐑨𐑒𐑯𐑩𐑤			
bract	𐑚𐑮𐑨𐑒𐑑			
bracts	𐑚𐑮𐑨𐑒𐑑𐑕			
bradawl	𐑚𐑮𐑨𐑛𐑷𐑤			
bradawls	𐑚𐑮𐑨𐑛𐑷𐑤𐑟			
brads	𐑚𐑮𐑨𐑛𐑟			
brae	𐑚𐑮𐑱			
braes	𐑚𐑮𐑱𐑟			
braggart	𐑚𐑮𐑨𐑜𐑼𐑑			
braggarts	𐑚𐑮𐑨𐑜𐑼𐑑𐑕			
brahmin	𐑚𐑮𐑭𐑥𐑦𐑯			
brahmins	𐑚𐑮𐑭𐑥𐑦𐑯𐑟			
brainchild	𐑚𐑮𐑱𐑯𐑗𐑲𐑤𐑛			
brainier	𐑚𐑮𐑱𐑯𐑽			
brainiest	𐑚𐑮𐑱𐑯𐑾𐑕𐑑			
braining	𐑚𐑮𐑱𐑯𐑦𐑙			
brainstorms	𐑚𐑮𐑱𐑯𐑕𐑑𐑹𐑥𐑟			
brainstrain	𐑚𐑮𐑱𐑯𐑕𐑑𐑮𐑱𐑯			
braintree	𐑚𐑮𐑱𐑯𐑑𐑮𐑰			
brainwashes	𐑚𐑮𐑱𐑯𐑢𐑪𐑖𐑩𐑟			
brainwave	𐑚𐑮𐑱𐑯𐑢𐑱𐑝			
brainwaves	𐑚𐑮𐑱𐑯𐑢𐑱𐑝𐑟			
braise	𐑚𐑮𐑱𐑟			
braises	𐑚𐑮𐑱𐑟𐑩𐑟			
braising	𐑚𐑮𐑱𐑟𐑦𐑙			
braked	𐑚𐑮𐑱𐑒𐑑			
brakeman	𐑚𐑮𐑱𐑒𐑥𐑩𐑯			
